Character	Comics
Aurora	Alpha Flight (1983) #16
Aurora	Alpha Flight (1983) #17
Aurora	Alpha Flight (1983) #32
Beast	A+X (2012) #2
Beast	All-New X-Men (2012) #3 (Mcguinness Variant)
Beast	Alpha Flight (1983) #111
Beast	Amazing Adventures (1970) #11
Beast	Amazing Adventures (1970) #12
Beast	Amazing Adventures (1970) #13
Beast	Amazing Adventures (1970) #14
Beast	Amazing Adventures (1970) #15
Beast	Amazing Adventures (1970) #16
Beast	Amazing Adventures (1970) #17
Beast	Amazing X-Men (2013) #3
Beast	Astonishing X-Men (2004) #1
Beast	Astonishing X-Men (2004) #2
Beast	Astonishing X-Men (2004) #3
Beast	Astonishing X-Men (2004) #4
Beast	Astonishing X-Men (2004) #5
Beast	Astonishing X-Men (2004) #6
Beast	Astonishing X-Men (2004) #7
Beast	Astonishing X-Men (2004) #8
Beast	Astonishing X-Men (2004) #9
Toxin	Toxin (2005) #1
Toxin	Toxin (2005) #2
Toxin	Toxin (2005) #3
Toxin	Toxin (2005) #4
Toxin	Toxin (2005) #5
Toxin	Toxin (2005) #6
Toxin	Toxin: The Devil You Know (Trade Paperback)
Nuke	Squadron Supreme (2006) #1
Nuke	Squadron Supreme Vol. 1: The Pre-War Years Premiere (Hardcover)
Nuke	Wolverine Origins (2006) #2
Nuke	Wolverine Origins (2006) #2 (Bryan Hitch Variant)
Nuke	Wolverine Origins (2006) #3
Nuke	Wolverine: Origins Vol. 1 - Born in Blood (Trade Paperback)
Spider-Man (Ultimate)	Ultimate Annuals Vol. 1 (Trade Paperback)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #1
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #1 (2nd Printing Variant)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (HITCH VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #2 (2nd Printing Variant)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (2nd Printing Variant)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #3 (CHO VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #4
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #4 (HITCH VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #5
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #6
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs New Ultimates (2010) #6 (Hitch Variant)
Spider-Man (Ultimate)	Ultimate Comics Avengers Vs. New Ultimates (Hardcover)
Spider-Man (Ultimate)	Ultimate Comics Doom (2010) #2
Spider-Man (Ultimate)	ULTIMATE COMICS NEW ULTIMATES: THOR REBORN PREMIERE HC (Hardcover)
Spider-Man (Ultimate)	Ultimate Comics Spider-Man (2009) #1
Spider-Man (Ultimate)	Ultimate Comics Spider-Man (2009) #1 (SPECIAL VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Spider-Man (2009) #1 (BLACK AND WHITE VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Spider-Man (2009) #1 (2ND PRINTING VARIANT)
Spider-Man (Ultimate)	Ultimate Comics Spider-Man (2009) #2
Vulture (Adrian Toomes)	Amazing Spider-Man (1963) #127
Vulture (Adrian Toomes)	Amazing Spider-Man (1963) #128
Vulture (Adrian Toomes)	Amazing Spider-Man (1963) #224
Vulture (Adrian Toomes)	Amazing Spider-Man (1963) #240
Vulture (Adrian Toomes)	Amazing Spider-Man (1963) #241
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #592
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #592 (WOLVERINE ART VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #593
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #623
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #623 (VILLAIN VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #623 (JUSKO VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #624
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #624 (YOU'RE FIRED VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #634 (50/50 VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #634 (2ND PRINTING VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #644
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)
Vulture (Adrian Toomes)	Amazing Spider-Man (1999) #646
Vulture (Adrian Toomes)	Daredevil (1998) #7
Vulture (Adrian Toomes)	Daredevil (1963) #225
Raza	Avengers: Galactic Storm Vol.1 (Trade Paperback)
Raza	Excalibur (1988) #68
Raza	Excalibur (1988) #116
Raza	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Raza	New Mutants Classic Vol. 1 (Trade Paperback)
Raza	Uncanny X-Men (1963) #107
Raza	Uncanny X-Men (1963) #108
Raza	Uncanny X-Men (1963) #109
Raza	Uncanny X-Men (1963) #154
Raza	Uncanny X-Men (1963) #156
Raza	Uncanny X-Men (1963) #157
Raza	Uncanny X-Men (1963) #158
Raza	Uncanny X-Men (1963) #167
Raza	Uncanny X-Men (1963) #174
Raza	Uncanny X-Men (1963) #175
Raza	Uncanny X-Men (1963) #200
Raza	Uncanny X-Men (1963) #201
Raza	Uncanny X-Men (1963) #203
Raza	Uncanny X-Men (1963) #275
Raza	Uncanny X-Men (1963) #276
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #630
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #630 (QUINONES VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #634 (2ND PRINTING VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #635
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #635 (50/50 VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #637
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648 (CASELLI VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648 (CAMPBELL VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648 (BLANK COVER VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648 (WRAPAROUND VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #648 (2ND PRINTING VARIANT)
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #666
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #667
Spider-Girl (Anya Corazon)	Amazing Spider-Man (1999) #668
Spider-Girl (Anya Corazon)	Avengers Academy Giant-Size (2010) #3
Spider-Girl (Anya Corazon)	Captain America (2004) #606 (HEROIC AGE VARIANT)
Spider-Girl (Anya Corazon)	Captain America (2004) #609 (WOMEN OF MARVEL VARIANT)
Spider-Girl (Anya Corazon)	Onslaught Unleashed (2010) #1
Spider-Girl (Anya Corazon)	Onslaught Unleashed (2010) #1 (LIEFELD VARIANT A)
Sandman	Amazing Spider-Man (1999) #4
Sandman	Amazing Spider-Man (1963) #154
Sandman	Amazing Spider-Man (1963) #217
Sandman	Amazing Spider-Man (1963) #281
Sandman	Amazing Spider-Man (1999) #612
Sandman	Amazing Spider-Man (1999) #612 (VARIANT)
Sandman	Amazing Spider-Man (1999) #612 (GRANOV 50/50 COVER)
Sandman	Amazing Spider-Man (1999) #615
Sandman	Amazing Spider-Man (1999) #615 (Variant Edition)
Sandman	Amazing Spider-Man (1999) #616
Sandman	Amazing Spider-Man (1999) #634 (2ND PRINTING VARIANT)
Sandman	Amazing Spider-Man (1999) #642
Sandman	Amazing Spider-Man (1999) #643
Sandman	Amazing Spider-Man (1999) #643 (SHS VARIANT)
Sandman	Amazing Spider-Man (1999) #643 (JIMENEZ VARIANT)
Sandman	Amazing Spider-Man (1999) #645
Sandman	Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)
Sandman	Amazing Spider-Man (1999) #645 (SPIDEY VS. VARIANT)
Sandman	Amazing Spider-Man (1999) #648
Sandman	Amazing Spider-Man (1999) #648 (BLANK COVER VARIANT)
Shotgun	Daredevil (1963) #273
Shotgun	Punisher, the: War Zone (Trade Paperback)
Shotgun	The Punisher: War Zone (1992) #1
Shotgun	Uncanny X-Men (1963) #261
Magneto (Age of Apocalypse)	Age of X: Universe (2011) #2
Magneto (Age of Apocalypse)	Uncanny X-Force (2010) #12
Magneto (Age of Apocalypse)	Uncanny X-Force (2010) #12 (I Am Captain America Variant)
Magneto (Age of Apocalypse)	Uncanny X-Force (2010) #12 (Kubert Variant)
Magneto (Age of Apocalypse)	X-Men: Omega (1995) #1
Brotherhood of Mutants (Ultimate)	Ultimate X-Men (2000) #5
Brotherhood of Mutants (Ultimate)	Ultimate X-Men (2000) #6
Brotherhood of Mutants (Ultimate)	Ultimate X-Men (2000) #11
Brotherhood of Mutants (Ultimate)	Ultimate X-Men Ultimate Collection Book 1 (Trade Paperback)
Brotherhood of Mutants (Ultimate)	Ultimate X-Men Vol. I: The Tomorrow People (Trade Paperback)
Brotherhood of Mutants (Ultimate)	Ultimate X-Men Vol. II: Return to Weapon X (Trade Paperback)
Thanos (Ultimate)	Ultimate Fantastic Four (2003) #38
Thanos (Ultimate)	Ultimate Fantastic Four Vol. 7: God War (Trade Paperback)
Venom (Mac Gargan)	Amazing Spider-Man (1999) #596
Venom (Mac Gargan)	Amazing Spider-Man (1999) #596 (2ND PRINTING VARIANT)
Venom (Mac Gargan)	Amazing Spider-Man (1999) #647
Venom (Mac Gargan)	Amazing Spider-Man (1999) #647 (MCNIVEN VARIANT)
Venom (Mac Gargan)	Amazing Spider-Man (1999) #649
Venom (Mac Gargan)	Amazing Spider-Man (1999) #649 (2ND PRINTING VARIANT)
Venom (Mac Gargan)	Amazing Spider-Man (1999) #667
Venom (Mac Gargan)	Avengers: The Initiative (2007) #3
Venom (Mac Gargan)	Avengers: The Initiative Vol. 1 - Basic Training Premiere (Hardcover)
Venom (Mac Gargan)	Beyond! (Hardcover)
Venom (Mac Gargan)	Beyond! (2006) #1
Venom (Mac Gargan)	Chaos War: Ares (2010) #1
Venom (Mac Gargan)	Civil War (2006) #5
Venom (Mac Gargan)	Civil War (2006) #5 (TURNER VARIANT)
Venom (Mac Gargan)	Civil War (2006) #5 (TURNER SKETCH VARIANT)
Venom (Mac Gargan)	Incredible Hulks (2009) #602 (SHS VARIANT)
Venom (Mac Gargan)	Thunderbolts (2006) #110
Venom (Mac Gargan)	Thunderbolts (2006) #110 (Leinil Yu Variant Cover)
Venom (Mac Gargan)	Thunderbolts (2006) #111
Venom (Mac Gargan)	Thunderbolts (2006) #111 (Ariel Olivetti Variant Cover)
Korvac	Avengers Academy (2010) #10
Korvac	Avengers Academy (2010) #11
Korvac	Captain America (1998) #17
Korvac	Captain America (1998) #18
Korvac	Captain America & the Korvac Saga (2010) #3
Mercury	Marvel Masterworks: The Amazing Spider-Man Vol. (Hardcover)
Mercury	Marvel Super-Heroes (1967) #14
Mercury	New X-Men (2004) #20
Mercury	New X-Men (2004) #25
Mercury	New X-Men (2004) #27
Mercury	New X-Men (2004) #43
Mercury	New X-Men (2004) #44
Mercury	New X-Men (2004) #44 (VARIANT)
Mercury	New X-Men: Childhood's End Vol. 1 (Trade Paperback)
Mercury	New X-Men: Childhood's End Vol. 2 (Trade Paperback)
Mercury	New X-Men: Hellions (2005)
Mercury	New X-Men: Hellions (2005) #1
Mercury	Runaways (2008) #10
Falcon	Amazing Spider-Man Annual (1964) #15
Falcon	Avengers (1998) #1
Falcon	Avengers (1998) #2
Falcon	Avengers (1998) #3
Falcon	Avengers (1998) #4
Falcon	Avengers (1998) #27
Falcon	Avengers (1998) #57
Falcon	Avengers (1998) #58
Falcon	Avengers (1998) #59
Falcon	Avengers (1998) #60
Falcon	Avengers (1998) #61
Falcon	Avengers (1998) #63
Falcon	Avengers (1998) #64
Falcon	Avengers (1998) #68
Falcon	Avengers (1998) #69
Falcon	Avengers (1963) #88
Falcon	Avengers (1963) #146
Falcon	Avengers (1963) #186
Falcon	Avengers Assemble (Hardcover)
Falcon	Avengers Assemble Vol. 3 (Hardcover)
Ancient One (Ultimate)	Ultimate Marvel Team-Up (2001) #12
Ancient One (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Speed	Avengers: The Children's Crusade - Young Avengers (2010) #1
Speed	Mighty Avengers (2007) #24
Tusk	X-Factor (1986) #65
Tusk	X-Factor (1986) #66
Tusk	X-Factor (1986) #67
Tusk	X-Men (1991) #21
Tusk	X-Men (1991) #23
Hawkeye (Kate Bishop)	Avengers: The Children's Crusade - Young Avengers (2010) #1
Hawkeye (Kate Bishop)	Civil War (2006) #2
Hawkeye (Kate Bishop)	Mighty Avengers (2007) #24
Hawkeye (Kate Bishop)	Siege: Young Avengers (2010) #1
Hawkeye (Kate Bishop)	Young Avengers (2005) #6
Hawkeye (Kate Bishop)	Young Avengers (2005) #9
Hawkeye (Kate Bishop)	Young Avengers (2005) #12
Hawkeye (Kate Bishop)	Young Avengers Vol. 1: Sidekicks (Hardcover)
Hawkeye (Kate Bishop)	Young Avengers Vol. 1: Sidekicks (Trade Paperback)
Hawkeye (Kate Bishop)	Young Avengers Vol. 2: Family Matters (Trade Paperback)
Hawkeye	Amazing Spider-Man (1999) #666
Hawkeye	Amazing Spider-Man (1999) #667
Hawkeye	Amazing Spider-Man (1999) #668
Hawkeye	Amazing Spider-Man (1999) #673
Hawkeye	Annihilators: Earthfall (2011) #2
Hawkeye	Avengers (2010) #7
Hawkeye	Avengers (2010) #10
Hawkeye	Avengers (2010) #12.1
Hawkeye	Avengers (2010) #14
Hawkeye	Avengers (2010) #17
Hawkeye	Avengers (1963) #29
Hawkeye	Avengers (2010) #30
Hawkeye	Avengers (1963) #54
Hawkeye	Avengers (1963) #59
Hawkeye	Avengers (1963) #61
Hawkeye	Avengers (1963) #62
Hawkeye	Avengers (1963) #63
Hawkeye	Avengers (1963) #80
Hawkeye	Avengers (1963) #81
Hawkeye	Avengers (1963) #83
Exiles	Exiles (2001) #1
Exiles	Exiles (2009) #1
Exiles	Exiles (2009) #1 (WOLVERINE ART VARIANT)
Exiles	Exiles (2009) #2
Exiles	Exiles (2001) #2
Exiles	Exiles (2009) #3
Exiles	Exiles (2001) #3
Exiles	Exiles (2009) #4
Exiles	Exiles (2001) #4
Exiles	Exiles (2009) #5
Exiles	Exiles (2001) #5
Exiles	Exiles (2009) #5 (70TH FRAME VARIANT)
Exiles	Exiles (2001) #6
Exiles	Exiles (2009) #6
Exiles	Exiles (2001) #7
Exiles	Exiles (2001) #8
Exiles	Exiles (2001) #9
Exiles	Exiles (2001) #10
Exiles	Exiles (2001) #11
Exiles	Exiles (2001) #12
Onslaught	Cable (1993) #21
Onslaught	Cable (1993) #72
Onslaught	Excalibur (1988) #99
Onslaught	Excalibur (1988) #100
Onslaught	Heroes Reborn: Iron Man (Trade Paperback)
Onslaught	Incredible Hulk (1962) #444
Onslaught	Incredible Hulk (1962) #445
Onslaught	Iron Man (1996) #11
Onslaught	Onslaught Unleashed (2010) #1
Onslaught	Onslaught Unleashed (2010) #1 (LIEFELD VARIANT B)
Onslaught	Onslaught Unleashed (2010) #1 (LIEFELD VARIANT A)
Onslaught	Onslaught Unleashed (2010) #3
Onslaught	ONSLAUGHT UNLEASHED HC (Hardcover)
Onslaught	Onslaught: Marvel Universe (1996) #1
Onslaught	Onslaught: X-Men (1996) #1
Onslaught	Uncanny X-Men (1963) #333
Onslaught	Uncanny X-Men (1963) #335
Onslaught	Uncanny X-Men (1963) #336
Onslaught	X-Factor (1986) #125
Onslaught	X-Factor (1986) #131
Ogun	Doctor Strange, Sorcerer Supreme (1988) #17
Ogun	Excalibur (1988) #111
Ogun	Uncanny X-Men (1963) #251
Ogun	Wolverine (1988) #89
Ogun	Wolverine (1988) #103
Ogun	Wolverine (1988) #111
Ogun	Wolverine (1988) #114
Sunspot	Astonishing Tales (2009) #1
Sunspot	Astonishing Tales (2009) #2
Sunspot	Astonishing Tales (2009) #3
Sunspot	Astonishing Tales (2009) #4
Sunspot	Astonishing Tales (2009) #5
Sunspot	Cable (1993) #73
Sunspot	Cable (1993) #78
Sunspot	Clandestine Classic Premiere (Hardcover)
Sunspot	Earth X (1999) #2
Sunspot	Earth X (1999) #3
Sunspot	Earth X (1999) #6
Sunspot	Earth X (1999) #11
Sunspot	Earth X (New (Trade Paperback)
Sunspot	Marvel Comics Presents (1988) #79
Sunspot	Marvel Fanfare (1982) #27
Sunspot	Marvel Visionaries: Chris Claremont (Hardcover)
Sunspot	Marvel Weddings (Trade Paperback)
Sunspot	New Mutants (2003) #3
Sunspot	New Mutants (1983) #21
Sunspot	New Mutants (2010) #23 (2nd Printing Variant)
Wong	Daredevil (1998) #5
Wong	Daredevil Visionaries: Kevin Smith (Daredevil Vol. I: Guardian Devil) (Trade Paperback)
Wong	Defenders (1972) #102
Wong	Doctor Strange, Sorcerer Supreme (1988) #1
Wong	Doctor Strange, Sorcerer Supreme (1988) #2
Wong	Doctor Strange, Sorcerer Supreme (1988) #3
Wong	Doctor Strange, Sorcerer Supreme (1988) #5
Wong	Doctor Strange, Sorcerer Supreme (1988) #6
Wong	Doctor Strange, Sorcerer Supreme (1988) #7
Wong	Doctor Strange, Sorcerer Supreme (1988) #9
Wong	Doctor Strange, Sorcerer Supreme (1988) #10
Wong	Doctor Strange, Sorcerer Supreme (1988) #11
Wong	Doctor Strange, Sorcerer Supreme (1988) #12
Wong	Doctor Strange, Sorcerer Supreme (1988) #15
Wong	Doctor Strange, Sorcerer Supreme (1988) #20
Wong	Doctor Strange, Sorcerer Supreme (1988) #21
Wong	Doctor Strange, Sorcerer Supreme (1988) #22
Wong	Doctor Strange, Sorcerer Supreme (1988) #23
Wong	Doctor Strange, Sorcerer Supreme (1988) #24
Wong	Doctor Strange, Sorcerer Supreme (1988) #26
Rictor	Cable (1993) #7
Rictor	Cable (1993) #8
Rictor	Essential X-Factor Vol. 2 (All-New Edition) (Trade Paperback)
Rictor	Marvel Weddings (Trade Paperback)
Rictor	New X-Men (Hardcover)
Rictor	New X-Men (2001) #128
Rictor	New X-Men Vol. III: New Worlds (Trade Paperback)
Rictor	Uncanny X-Men (1963) #270
Rictor	Uncanny X-Men (1963) #271
Rictor	Uncanny X-Men (1963) #272
Rictor	Uncanny X-Men (1963) #273
Rictor	Uncanny X-Men (1963) #294
Rictor	Uncanny X-Men (1963) #295
Rictor	Uncanny X-Men (1963) #304
Rictor	What If? (1989) #37
Rictor	X-Factor (2005) #1
Rictor	X-Factor (1986) #17
Rictor	X-Factor (1986) #18
Rictor	X-Factor (1986) #19
Rictor	X-Factor (1986) #20
Longshot	Alpha Flight (1983) #61
Longshot	Exiles (2001) #90
Longshot	Exiles Vol. 15: Enemy of the Stars (Trade Paperback)
Longshot	Longshot (1985) #1
Longshot	Longshot (1985) #2
Longshot	Longshot (1985) #3
Longshot	Longshot (1985) #4
Longshot	Longshot (1985) #5
Longshot	Longshot (1985) #6
Longshot	Marvel Comics Presents (1988) #16
Longshot	Marvel Fanfare (1982) #38
Longshot	New Mutants Classic Vol. 6 (Trade Paperback)
Longshot	Uncanny X-Men (1963)
Longshot	Uncanny X-Men (1963) #215
Longshot	Uncanny X-Men (1963) #216
Longshot	Uncanny X-Men (1963) #217
Longshot	Uncanny X-Men (1963) #218
Longshot	Uncanny X-Men (1963) #219
Longshot	Uncanny X-Men (1963) #221
Longshot	Uncanny X-Men (1963) #222
Pride	Iron Man Legacy (2010) #10 (DJURDJEVIC VARIANT)
Pride	Iron Man: Industrial Revolution (Hardcover)
Countess	Fantastic Four (1996) #2
Countess	Heroes Reborn: Fantastic Four (Trade Paperback)
Lizard (Ultimate)	Ultimate Marvel Team-Up (2001) #10
Lizard (Ultimate)	Ultimate Marvel Team-Up Ultimate Collection (Trade Paperback)
Wonder Man	Adam: Legend of the Blue Marvel (Trade Paperback)
Wonder Man	Adam: Legend of the Blue Marvel (2008) #1
Wonder Man	Alpha Flight (1983) #127
Wonder Man	Avengers (1998) #2
Wonder Man	Avengers (1998) #3
Wonder Man	Avengers (1998) #4
Wonder Man	Avengers (1998) #5
Wonder Man	Avengers (1998) #6
Wonder Man	Avengers (1998) #7
Wonder Man	Avengers (1996) #7
Wonder Man	Avengers (1998) #8
Wonder Man	Avengers (1996) #8
Wonder Man	Avengers (1998) #9
Wonder Man	Avengers (1998) #10
Wonder Man	Avengers (1998) #11
Wonder Man	Avengers (1998) #12
Wonder Man	Avengers (1998) #13
Wonder Man	Avengers (1998) #14
Wonder Man	Avengers (1998) #15
Wonder Man	Avengers (1998) #16
Chimera	Wolverine (1988) #97
Chimera	Wolverine (1988) #99
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #193
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #385
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #385 (Variant)
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #388
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #389
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #475
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #476
Thunderbird (Neal Shaara)	Uncanny X-Men (1963) #484
Thunderbird (Neal Shaara)	Uncanny X-Men: Rise & Fall of the Shi'ar Empire (Hardcover)
Thunderbird (Neal Shaara)	X-Men (1991) #107
Thunderbird (Neal Shaara)	X-Men: Dream's End (Trade Paperback)
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #1
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #2
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #3
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #4
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #5
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #6
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #7
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #8
Thunderbird (Neal Shaara)	X-Treme X-Men (2001) #9
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #5
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #6
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #666
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #667
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #668
Spider-Woman (Jessica Drew)	Amazing Spider-Man (1999) #673
Spider-Woman (Jessica Drew)	Avengers (2010) #2
Spider-Woman (Jessica Drew)	Avengers (2010) #3
Spider-Woman (Jessica Drew)	Avengers (2010) #3 (ROMITA JR. VARIANT)
Spider-Woman (Jessica Drew)	Avengers (2010) #6
Spider-Woman (Jessica Drew)	Avengers (2010) #10
Spider-Woman (Jessica Drew)	Avengers (2010) #11
Spider-Woman (Jessica Drew)	Avengers (2010) #11 (CAPTAIN AMERICA 70TH ANNIVERSARY VARIANT)
Spider-Woman (Jessica Drew)	Avengers (2010) #12.1
Spider-Woman (Jessica Drew)	Avengers (2010) #13
Spider-Woman (Jessica Drew)	Avengers (2010) #13 (X-Men Art Variant)
Spider-Woman (Jessica Drew)	Avengers (2010) #14
Spider-Woman (Jessica Drew)	Avengers (2010) #15
Spider-Woman (Jessica Drew)	Avengers (2010) #16
Spider-Woman (Jessica Drew)	Avengers (2010) #17
Smasher (Vril Rokk)	Amazing Spider-Man (1963) #118
Smasher (Vril Rokk)	Fantastic Four/Inhumans (Trade Paperback)
Smasher (Vril Rokk)	Inhumans (2000) #4
Smasher (Vril Rokk)	Marvel Masterworks: The Uncanny X-Men Vol. (Hardcover)
Smasher (Vril Rokk)	New X-Men (Hardcover)
Smasher (Vril Rokk)	New X-Men (2001) #117
Smasher (Vril Rokk)	New X-Men (2001) #122
Smasher (Vril Rokk)	New X-Men (2001) #124
Smasher (Vril Rokk)	New X-Men (2001) #125
Smasher (Vril Rokk)	New X-Men (2001) #126
Smasher (Vril Rokk)	New X-Men Vol. 2: Imperial (Trade Paperback)
Smasher (Vril Rokk)	Uncanny X-Men (1963) #107
Smasher (Vril Rokk)	Uncanny X-Men (1963) #137
Smasher (Vril Rokk)	Uncanny X-Men (1963) #275
Smasher (Vril Rokk)	Uncanny X-Men Omnibus Vol. 1 (Hardcover)
Smasher (Vril Rokk)	X-Men Visionaries: Jim Lee (Trade Paperback)
Smasher (Vril Rokk)	X-Men: The Dark Phoenix Saga (New Printing) (Trade Paperback)
Turbo	Marvel Comics Presents (1988) #166
Turbo	Marvel Comics Presents (1988) #167
Turbo	The Loners (2007) #3
Justice	Avengers (1998) #1
Justice	Avengers (1998) #2
Justice	Avengers (1998) #3
Justice	Avengers (1998) #4
Justice	Avengers (1998) #7
Justice	Avengers (1998) #8
Justice	Avengers (1998) #9
Justice	Avengers (1998) #10
Justice	Avengers (1998) #11
Justice	Avengers (1998) #12
Justice	Avengers (1998) #13
Justice	Avengers (1998) #14
Justice	Avengers (1998) #15
Justice	Avengers (1998) #16
Justice	Avengers (1998) #17
Justice	Avengers (1998) #18
Justice	Avengers (1998) #19
Justice	Avengers (1998) #20
Justice	Avengers (1998) #21
Justice	Avengers (1998) #22
(u"Tiger's Beautiful Daughter",)	Immortal Iron Fist (2006) #11
(u"Tiger's Beautiful Daughter",)	Immortal Iron Fist (2006) #12
(u"Tiger's Beautiful Daughter",)	Immortal Iron Fist (2006) #13
(u"Tiger's Beautiful Daughter",)	Immortal Iron Fist (2006) #16
(u"Tiger's Beautiful Daughter",)	Immortal Iron Fist (2006) #26
(u"Tiger's Beautiful Daughter",)	Iron Man 2.0 (2011) #6
Tarot	Uncanny X-Men (1963) #281
Tarot	X-Force (1991) #87
Tarot	X-Force (1991) #88
Tarot	X-Force (1991) #89
Tarot	X-Force (1991) #90
Hydro-Man	Fantastic Four (1961) #326
Hydro-Man	Fantastic Four (1961) #327
Hydro-Man	Fantastic Four (1961) #328
Hydro-Man	Fantastic Four (1961) #333
Hyperion (Earth-712)	Avengers (1998) #5
Hyperion (Earth-712)	Avengers (1998) #6
Hyperion (Earth-712)	Avengers (1963) #86
Hyperion (Earth-712)	Avengers Assemble (Hardcover)
Hyperion (Earth-712)	Defenders (1972) #114
Hyperion (Earth-712)	Doctor Strange, Sorcerer Supreme (1988) #21
Hyperion (Earth-712)	Exiles (2001) #65
Hyperion (Earth-712)	Exiles Vol. 11: Time Breakers (Trade Paperback)
Hyperion (Earth-712)	Paradise X (2002)
Hyperion (Earth-712)	Paradise X (2002) #1
Hyperion (Earth-712)	Paradise X (2002) #2
Hyperion (Earth-712)	Paradise X (2002) #4
Hyperion (Earth-712)	Paradise X (2002) #6
Hyperion (Earth-712)	Paradise X (2002) #8
Hyperion (Earth-712)	Paradise X (2002) #9
Hyperion (Earth-712)	Paradise X (2002) #10
Hyperion (Earth-712)	Paradise X (2002) #11
Hyperion (Earth-712)	Paradise X Vol. 1 (Trade Paperback)
Hyperion (Earth-712)	Paradise X Vol. 2 (New Printing) (Trade Paperback)
Hyperion (Earth-712)	Squadron Supreme (2006) #1
Sersi	Avengers (1998) #1
Sersi	Avengers (1998) #2
Sersi	Avengers (1998) #3
Sersi	Avengers (1998) #4
Sersi	Avengers (1998) #27
Sersi	Avengers (1963) #246
Sersi	Avengers (1963) #364
Sersi	Avengers Assemble (Hardcover)
Sersi	Avengers Assemble Vol. 3 (Hardcover)
Sersi	Avengers Forever (1998) #8
